gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Eloc	7.14595781904319	-0.312184936947727	0.382513439728667	-0.816141093419287	0.414419443240048	0.999961478977291	1	1	0
D030040B21Rik	0	NA	NA	NA	NA	NA	0	0	0
Tmem70	4.03220811034423	-0.142687419474666	0.572638229455425	-0.249175504070626	0.803225026856683	0.999961478977291	0.777777777777778	0.888888888888889	0.111111111111111
Ly96	2.0912058878649	-0.0477034744129056	0.623653653428035	-0.0764903310526509	0.939029006142278	0.999961478977291	1	0.888888888888889	0.111111111111111
Gm28376	0.484228503751092	-2.10104239839887	1.70515773081401	-1.23216894274987	0.217885982119766	0.999961478977291	0.111111111111111	0.444444444444444	0.333333333333333
Jph1	0.393219039927961	-1.67754395258599	1.75029429402327	-0.95843536616345	0.33784326881338	0.999961478977291	0.111111111111111	0.444444444444444	0.333333333333333
Gm28783	0	NA	NA	NA	NA	NA	0	0	0
Gdap1	3.68621302422134	-0.583474565425703	0.825658477588087	-0.706677859264703	0.47976669173273	0.999961478977291	0.666666666666667	0.666666666666667	0
Gm28784	0.0509650853824452	-0.738525434451133	3.12174019685505	-0.236574919077234	0.812986579584428	0.999961478977291	0	0.111111111111111	0.111111111111111
Pi15	0.0266096712215439	-0.0674170522891538	3.12151806594839	-0.0215975210986552	0.982769010948368	0.999961478977291	0.111111111111111	0	0.111111111111111
Gm28154	0.0830345028291247	-0.757822477164766	3.12174019685505	-0.242756420898902	0.808194096889049	0.999961478977291	0	0.111111111111111	0.111111111111111
Gm16070	0.0830345028291247	-0.757822477164766	3.12174019685505	-0.242756420898902	0.808194096889049	0.999961478977291	0	0.111111111111111	0.111111111111111
Crispld1	0.354778003340883	-1.80479298583301	2.49021735114652	-0.72475319674488	0.46860345340132	0.999961478977291	0.111111111111111	0.222222222222222	0.111111111111111
Gm28153	0	NA	NA	NA	NA	NA	0	0	0
